,image,station,label
6381,6382.jpg,hsn_20210120_4k,Cyanobacteria
6400,6401.jpg,hsn_20201227,other
6407,6408.jpg,dn_20210111,detritus
6421,6422.jpg,dn_20210111,round cells
6423,6424.jpg,dn_20210114,round cells
6445,6446.jpg,hsn_20210120_4k,Diatoma
6451,6452.jpg,dn_20210111,detritus
6469,6470.jpg,hsn_20201227,nauplii
6477,6478.jpg,dn_20210111,Cyanobacteria
6489,6490.jpg,dn_20210114,artefact
6490,6491.jpg,dn_20210114,detritus
6515,6516.jpg,dn_20210111,detritus
6531,6532.jpg,dn_20210122,Diatoma
6537,6538.jpg,dn_20210114,round cells
6553,6554.jpg,dn_20210111,Cyanobacteria
6557,6558.jpg,dn_20210111,Cyanobacteria
6558,6559.jpg,dn_20210122,detritus
6573,6574.jpg,dn_20210122,Cyanobacteria
6586,6587.jpg,dn_20210122,Cyanobacteria
6602,6603.jpg,dn_20210114,Rhabdonella
6607,6608.jpg,dn_20210122,round cells
6612,6613.jpg,hsn_20201227,Cyanobacteria
6618,6619.jpg,dn_20210111,detritus
6621,6622.jpg,dn_20210114,multiple<other
6627,6628.jpg,hsn_20210120_4k,Diatoma
6639,6640.jpg,dn_20210111,round cells
6642,6643.jpg,dn_20210111,detritus
6649,6650.jpg,dn_20210122,Cyanobacteria
6651,6652.jpg,hsn_20201227,multiple<other
6653,6654.jpg,dn_20210122,Cyanobacteria
6654,6655.jpg,hsn_20201227,nauplii
6668,6669.jpg,dn_20210122,Cyanobacteria
6671,6672.jpg,dn_20210111,detritus
6681,6682.jpg,dn_20210114,detritus
6685,6686.jpg,hsn_20201227,Dinophyceae
6698,6699.jpg,dn_20210111,detritus
6708,6709.jpg,dn_20210122,Cyanobacteria
6709,6710.jpg,dn_20210114,multiple<other
6730,6731.jpg,dn_20210122,Cyanobacteria
6744,6745.jpg,dn_20210122,Diatoma
6773,6774.jpg,dn_20210111,Steenstrupiella
6787,6788.jpg,dn_20210114,Chaetoceros peruvianus
6794,6795.jpg,dn_20210114,detritus
6797,6798.jpg,dn_20210122,detritus
6807,6808.jpg,hsn_20201227,detritus
6811,6812.jpg,hsn_20201227,Chaetoceros
6816,6817.jpg,hsn_20210120_4k,transparent
6824,6825.jpg,dn_20210111,Podolampas
6851,6852.jpg,dn_20210111,lightrods
6858,6859.jpg,dn_20210111,lightrods
6863,6864.jpg,dn_20210122,Cyanobacteria
6868,6869.jpg,dn_20210122,Cyanobacteria
6898,6899.jpg,dn_20210122,detritus
6900,6901.jpg,hsn_20201227,detritus
6906,6907.jpg,dn_20210114,detritus
6921,6922.jpg,dn_20210122,Cyanobacteria
6930,6931.jpg,dn_20210111,Gonyaulacales
6943,6944.jpg,dn_20210111,round cells
6945,6946.jpg,dn_20210111,detritus
6964,6965.jpg,hsn_20201227,multiple<Diatoma
6972,6973.jpg,dn_20210111,detritus
6976,6977.jpg,dn_20210111,detritus
7013,7014.jpg,hsn_20201227,detritus
7019,7020.jpg,dn_20210122,round cells
7033,7034.jpg,hsn_20210120_4k,dry
7034,7035.jpg,dn_20210114,detritus
7035,7036.jpg,dn_20210122,Cyanobacteria
7037,7038.jpg,dn_20210114,detritus
7039,7040.jpg,dn_20210111,detritus
7048,7049.jpg,dn_20210111,Cyanobacteria
7049,7050.jpg,dn_20210122,Cyanobacteria
7051,7052.jpg,hsn_20201227,detritus
7053,7054.jpg,dn_20210122,detritus
7066,7067.jpg,dn_20210111,Cyanobacteria
7082,7083.jpg,dn_20210111,artefact
7091,7092.jpg,hsn_20201227,part<Crustacea
7106,7107.jpg,dn_20210122,ghost
7107,7108.jpg,dn_20210111,detritus
7110,7111.jpg,dn_20210111,detritus
7119,7120.jpg,dn_20210111,detritus
7125,7126.jpg,dn_20210122,Cyanobacteria
7126,7127.jpg,dn_20210122,Cyanobacteria
7135,7136.jpg,hsn_20201227,detritus
7158,7159.jpg,dn_20210114,lightrods
7161,7162.jpg,dn_20210114,detritus
7165,7166.jpg,hsn_20210120_4k,detritus
7181,7182.jpg,dn_20210111,Steenstrupiella
7193,7194.jpg,dn_20210111,detritus
7215,7216.jpg,dn_20210111,Salpingella
7223,7224.jpg,dn_20210122,Diatoma
7225,7226.jpg,dn_20210111,transparent
7240,7241.jpg,dn_20210122,lightrods
7255,7256.jpg,dn_20210122,round cells
7266,7267.jpg,dn_20210111,Steenstrupiella
7274,7275.jpg,dn_20210122,part<Crustacea
7277,7278.jpg,dn_20210111,detritus
7289,7290.jpg,dn_20210111,detritus
7292,7293.jpg,hsn_20201227,Protoperidinium
7313,7314.jpg,dn_20210114,detritus
7318,7319.jpg,dn_20210111,detritus
7321,7322.jpg,dn_20210111,Cyanobacteria
7343,7344.jpg,dn_20210122,multiple<other
7344,7345.jpg,dn_20210114,Neoceratium pentagonum
7346,7347.jpg,dn_20210111,detritus
7354,7355.jpg,dn_20210111,detritus
7355,7356.jpg,hsn_20210120_4k,Hemiaulus
7358,7359.jpg,dn_20210111,detritus
7363,7364.jpg,dn_20210111,detritus
7366,7367.jpg,dn_20210122,Cyanobacteria
7368,7369.jpg,dn_20210114,part<Crustacea
7371,7372.jpg,hsn_20201227,pennate
7374,7375.jpg,dn_20210111,multiple<other
7386,7387.jpg,dn_20210122,Cyanobacteria
7390,7391.jpg,dn_20210122,detritus
7392,7393.jpg,hsn_20210120_4k,transparent
7396,7397.jpg,hsn_20210120_4k,Diatoma
7413,7414.jpg,dn_20210114,detritus
7414,7415.jpg,dn_20210111,Neoceratium pentagonum
7418,7419.jpg,dn_20210111,Cyanobacteria
7428,7429.jpg,dn_20210122,Cyanobacteria
7443,7444.jpg,dn_20210122,part<Crustacea
7445,7446.jpg,dn_20210111,Chaetoceros
7464,7465.jpg,hsn_20201227,Diatoma
7475,7476.jpg,hsn_20210120_4k,dry
7478,7479.jpg,dn_20210114,detritus
7479,7480.jpg,hsn_20201227,detritus
7480,7481.jpg,hsn_20210120_4k,detritus
7487,7488.jpg,hsn_20201227,lightrods
7490,7491.jpg,hsn_20210120_4k,Diatoma
7494,7495.jpg,dn_20210111,detritus
7499,7500.jpg,dn_20210111,nauplii
7512,7513.jpg,hsn_20201227,Eutintinnus
7519,7520.jpg,dn_20210114,Chaetoceros
7520,7521.jpg,dn_20210122,Diatoma
7523,7524.jpg,dn_20210111,detritus
7524,7525.jpg,dn_20210114,detritus
7533,7534.jpg,hsn_20201227,rods
7538,7539.jpg,dn_20210111,detritus
7549,7550.jpg,hsn_20201227,detritus
7550,7551.jpg,hsn_20210120_4k,detritus
7551,7552.jpg,dn_20210111,multiple<other
7554,7555.jpg,dn_20210111,Chaetoceros
7578,7579.jpg,dn_20210111,detritus
7617,7618.jpg,dn_20210111,detritus
7619,7620.jpg,dn_20210122,round cells
7621,7622.jpg,dn_20210111,detritus
7627,7628.jpg,dn_20210122,Eucampia
7637,7638.jpg,hsn_20210120_4k,dry
7655,7656.jpg,dn_20210122,detritus
7669,7670.jpg,hsn_20210120_4k,detritus
7670,7671.jpg,dn_20210122,Cyanobacteria
7680,7681.jpg,hsn_20210120_4k,Diatoma
7686,7687.jpg,dn_20210111,detritus
7697,7698.jpg,dn_20210111,part<Crustacea
7710,7711.jpg,hsn_20201227,lightrods
7740,7741.jpg,dn_20210111,fiber
7747,7748.jpg,dn_20210122,detritus
7752,7753.jpg,dn_20210111,round cells
7754,7755.jpg,dn_20210122,detritus
7755,7756.jpg,dn_20210111,multiple<other
7776,7777.jpg,dn_20210111,multiple<other
7793,7794.jpg,dn_20210111,detritus
7795,7796.jpg,dn_20210111,round cells
7814,7815.jpg,dn_20210111,detritus
7874,7875.jpg,dn_20210111,Neoceratium pentagonum
7882,7883.jpg,dn_20210122,puff
7902,7903.jpg,dn_20210111,Neoceratium pentagonum
7907,7908.jpg,hsn_20201227,detritus
7914,7915.jpg,dn_20210111,round cells
7919,7920.jpg,dn_20210111,Cyanobacteria
7923,7924.jpg,dn_20210114,round cells
7929,7930.jpg,hsn_20201227,Rhizosolenia
7934,7935.jpg,dn_20210122,Ciliophora
7946,7947.jpg,dn_20210111,Cyanobacteria
7975,7976.jpg,hsn_20210120_4k,detritus
8026,8027.jpg,dn_20210111,detritus
8038,8039.jpg,dn_20210111,Nassellaria
8047,8048.jpg,dn_20210111,detritus
8065,8066.jpg,dn_20210111,Neoceratium pentagonum
8071,8072.jpg,dn_20210122,Eucampia
8098,8099.jpg,dn_20210114,detritus
8111,8112.jpg,hsn_20210120_4k,Cyanobacteria
8115,8116.jpg,hsn_20210120_4k,detritus
8121,8122.jpg,hsn_20210120_4k,detritus
8123,8124.jpg,dn_20210114,round cells
8124,8125.jpg,dn_20210111,Acantharia
8150,8151.jpg,hsn_20201227,detritus
8152,8153.jpg,dn_20210111,detritus
8163,8164.jpg,dn_20210111,Eutintinnus
8171,8172.jpg,dn_20210122,Cyanobacteria
8183,8184.jpg,hsn_20210120_4k,detritus
8185,8186.jpg,dn_20210111,artefact
8193,8194.jpg,hsn_20210120_4k,detritus
8195,8196.jpg,dn_20210122,detritus
8200,8201.jpg,hsn_20201227,detritus
8205,8206.jpg,dn_20210122,detritus
8209,8210.jpg,dn_20210111,detritus
8221,8222.jpg,hsn_20210120_4k,Cyanobacteria
8223,8224.jpg,hsn_20210120_4k,transparent
8241,8242.jpg,dn_20210111,artefact
8242,8243.jpg,hsn_20201227,detritus
8243,8244.jpg,hsn_20210120_4k,Diatoma
8248,8249.jpg,hsn_20210120_4k,detritus
8275,8276.jpg,dn_20210111,detritus
8280,8281.jpg,dn_20210122,detritus
8282,8283.jpg,hsn_20210120_4k,detritus
8283,8284.jpg,dn_20210111,transparent
8303,8304.jpg,dn_20210114,lightrods
8309,8310.jpg,dn_20210111,detritus
8312,8313.jpg,dn_20210111,artefact
8315,8316.jpg,dn_20210111,detritus
8321,8322.jpg,hsn_20210120_4k,Diatoma
8328,8329.jpg,dn_20210111,detritus
8332,8333.jpg,dn_20210111,transparent
8334,8335.jpg,dn_20210111,multiple<other
8344,8345.jpg,dn_20210122,Diatoma
8353,8354.jpg,dn_20210122,detritus
8357,8358.jpg,hsn_20201227,part<Crustacea
8358,8359.jpg,hsn_20201227,Protoperidinium
8366,8367.jpg,hsn_20201227,detritus
8368,8369.jpg,hsn_20201227,detritus
8380,8381.jpg,hsn_20201227,Copepoda
8388,8389.jpg,dn_20210111,detritus
8392,8393.jpg,dn_20210122,detritus
8398,8399.jpg,dn_20210111,detritus
8409,8410.jpg,dn_20210111,detritus
8430,8431.jpg,dn_20210122,Diatoma
8439,8440.jpg,dn_20210114,Podolampas
8448,8449.jpg,dn_20210111,Cyanobacteria
8460,8461.jpg,dn_20210122,transparent
8477,8478.jpg,hsn_20201227,nauplii
8479,8480.jpg,hsn_20210120_4k,Diatoma
8483,8484.jpg,hsn_20201227,detritus
8486,8487.jpg,dn_20210122,detritus
8487,8488.jpg,dn_20210111,Chaetoceros protuberans
8506,8507.jpg,dn_20210111,round cells
8536,8537.jpg,dn_20210111,detritus
8549,8550.jpg,hsn_20201227,detritus
8560,8561.jpg,dn_20210111,detritus
8570,8571.jpg,dn_20210122,Cyanobacteria
8577,8578.jpg,dn_20210122,Cyanobacteria
8594,8595.jpg,dn_20210111,pennate
8595,8596.jpg,dn_20210111,detritus
8601,8602.jpg,dn_20210111,Eutintinnus
8656,8657.jpg,dn_20210122,Cyanobacteria
8659,8660.jpg,dn_20210122,Cyanobacteria
8678,8679.jpg,dn_20210114,round cells
8682,8683.jpg,dn_20210114,detritus
8689,8690.jpg,dn_20210122,Protoperidinium
8695,8696.jpg,dn_20210122,Cyanobacteria
8717,8718.jpg,hsn_20210120_4k,part<Crustacea
8718,8719.jpg,dn_20210114,Ciliophora
8720,8721.jpg,dn_20210111,detritus
8723,8724.jpg,dn_20210114,detritus
8749,8750.jpg,hsn_20210120_4k,Diatoma
8751,8752.jpg,hsn_20210120_4k,multiple<other
8754,8755.jpg,dn_20210111,round cells
8755,8756.jpg,hsn_20201227,detritus
8756,8757.jpg,dn_20210111,Rhabdonella
8768,8769.jpg,dn_20210111,detritus
8795,8796.jpg,hsn_20201227,detritus
8809,8810.jpg,hsn_20201227,Diatoma
8819,8820.jpg,dn_20210122,Diatoma
8823,8824.jpg,dn_20210114,detritus
8836,8837.jpg,hsn_20201227,detritus
8843,8844.jpg,dn_20210111,detritus
8852,8853.jpg,dn_20210122,Cyanobacteria
8856,8857.jpg,dn_20210111,detritus
8880,8881.jpg,dn_20210111,cup like
8888,8889.jpg,dn_20210114,artefact
8897,8898.jpg,dn_20210111,lightrods
8899,8900.jpg,dn_20210114,detritus
8900,8901.jpg,hsn_20210120_4k,Cyanobacteria
8905,8906.jpg,dn_20210111,detritus
8911,8912.jpg,dn_20210111,detritus
8913,8914.jpg,dn_20210114,detritus
8946,8947.jpg,dn_20210111,Diatoma
8970,8971.jpg,dn_20210111,round cells
8983,8984.jpg,hsn_20210120_4k,Cyanobacteria
8984,8985.jpg,dn_20210111,multiple<other
9058,9059.jpg,dn_20210122,Cyanobacteria
9070,9071.jpg,dn_20210111,detritus
9073,9074.jpg,dn_20210122,Cyanobacteria
9097,9098.jpg,dn_20210122,multiple<other
9104,9105.jpg,dn_20210114,Neoceratium pentagonum
9128,9129.jpg,dn_20210122,Cyanobacteria
9130,9131.jpg,dn_20210122,Eucampia
9136,9137.jpg,dn_20210122,detritus
9139,9140.jpg,dn_20210111,Cyanobacteria
9157,9158.jpg,dn_20210111,detritus
9169,9170.jpg,dn_20210122,Protoperidinium
9171,9172.jpg,dn_20210111,Rhizosolenia
9186,9187.jpg,dn_20210111,detritus
9205,9206.jpg,hsn_20210120_4k,detritus
9219,9220.jpg,dn_20210122,detritus
9220,9221.jpg,dn_20210114,detritus
9224,9225.jpg,dn_20210122,detritus
9226,9227.jpg,dn_20210111,detritus
9229,9230.jpg,dn_20210122,Cyanobacteria
9241,9242.jpg,hsn_20210120_4k,dry
9244,9245.jpg,dn_20210111,detritus
9260,9261.jpg,dn_20210111,Cyanobacteria
9263,9264.jpg,hsn_20210120_4k,dry
9267,9268.jpg,hsn_20201227,detritus
9274,9275.jpg,hsn_20201227,Diatoma
9281,9282.jpg,dn_20210111,Diatoma
9289,9290.jpg,dn_20210122,round cells
9308,9309.jpg,hsn_20210120_4k,Diatoma
9333,9334.jpg,dn_20210114,round cells
9344,9345.jpg,hsn_20210120_4k,Diatoma
9364,9365.jpg,dn_20210111,Acantharia
9377,9378.jpg,dn_20210111,detritus
9378,9379.jpg,dn_20210111,detritus
9386,9387.jpg,hsn_20201227,detritus
9388,9389.jpg,hsn_20201227,detritus
9430,9431.jpg,dn_20210114,Rhizaria
9448,9449.jpg,dn_20210122,Cyanobacteria
9450,9451.jpg,dn_20210111,Nassellaria
9451,9452.jpg,dn_20210122,Cyanobacteria
9462,9463.jpg,dn_20210114,detritus
9466,9467.jpg,dn_20210111,round cells
9480,9481.jpg,dn_20210122,Cyanobacteria
9482,9483.jpg,hsn_20201227,detritus
9492,9493.jpg,hsn_20210120_4k,Diatoma
9501,9502.jpg,dn_20210111,detritus
9502,9503.jpg,dn_20210114,Rhizaria
9524,9525.jpg,hsn_20210120_4k,Hemiaulus
9529,9530.jpg,hsn_20210120_4k,Diatoma
9536,9537.jpg,dn_20210122,Cyanobacteria
9538,9539.jpg,hsn_20201227,nauplii
9543,9544.jpg,dn_20210122,Cyanobacteria
9544,9545.jpg,hsn_20210120_4k,Cyanobacteria
9551,9552.jpg,dn_20210122,Cyanobacteria
9562,9563.jpg,hsn_20201227,Chaetoceros
9563,9564.jpg,dn_20210122,detritus
9594,9595.jpg,dn_20210114,detritus
9600,9601.jpg,hsn_20210120_4k,lightrods
9610,9611.jpg,dn_20210122,Cyanobacteria
9621,9622.jpg,dn_20210122,multiple<other
9631,9632.jpg,hsn_20210120_4k,transparent
9636,9637.jpg,dn_20210122,Cyanobacteria
9639,9640.jpg,dn_20210122,Cyanobacteria
9651,9652.jpg,dn_20210114,detritus
9652,9653.jpg,hsn_20210120_4k,Diatoma
9654,9655.jpg,hsn_20210120_4k,Diatoma
9657,9658.jpg,hsn_20201227,Chaetoceros
9662,9663.jpg,dn_20210114,nauplii
9670,9671.jpg,dn_20210111,detritus
9692,9693.jpg,hsn_20201227,other
9697,9698.jpg,hsn_20210120_4k,Diatoma
9741,9742.jpg,hsn_20201227,part<Crustacea
9744,9745.jpg,dn_20210122,Cyanobacteria
9759,9760.jpg,dn_20210111,detritus
9777,9778.jpg,dn_20210111,round cells
9791,9792.jpg,dn_20210111,diatom scale
9805,9806.jpg,dn_20210111,detritus
9824,9825.jpg,dn_20210114,detritus
9836,9837.jpg,dn_20210111,lightrods
9843,9844.jpg,dn_20210111,Spumellaria
9845,9846.jpg,dn_20210111,Ornithocercus
9846,9847.jpg,dn_20210114,detritus
9849,9850.jpg,dn_20210114,Steenstrupiella
9854,9855.jpg,dn_20210111,Cyanobacteria
9855,9856.jpg,hsn_20210120_4k,detritus
9878,9879.jpg,hsn_20201227,nauplii
9896,9897.jpg,hsn_20210120_4k,Cyanobacteria
9900,9901.jpg,hsn_20201227,Chaetoceros
9908,9909.jpg,dn_20210111,Epiplocylis
9909,9910.jpg,dn_20210111,detritus
9913,9914.jpg,dn_20210114,detritus
9936,9937.jpg,dn_20210122,Diatoma
9938,9939.jpg,dn_20210122,multiple<other
9957,9958.jpg,dn_20210111,detritus
9973,9974.jpg,dn_20210114,nauplii
9976,9977.jpg,hsn_20210120_4k,Hemiaulus
9996,9997.jpg,dn_20210111,detritus
10001,10002.jpg,dn_20210122,Eucampia
10025,10026.jpg,hsn_20201227,Neoceratium fusus
10032,10033.jpg,dn_20210111,detritus
10034,10035.jpg,hsn_20201227,Diatoma
10065,10066.jpg,dn_20210114,lightsphere
10067,10068.jpg,dn_20210114,detritus
10072,10073.jpg,dn_20210114,Steenstrupiella
10075,10076.jpg,dn_20210111,nauplii
10076,10077.jpg,dn_20210122,Diatoma
10087,10088.jpg,dn_20210114,ghost
10098,10099.jpg,dn_20210111,Rhabdonella
10100,10101.jpg,dn_20210111,lightrods
10101,10102.jpg,hsn_20210120_4k,detritus
10104,10105.jpg,dn_20210111,detritus
10117,10118.jpg,dn_20210122,transparent
10118,10119.jpg,dn_20210111,part<Crustacea
10122,10123.jpg,dn_20210122,detritus
10124,10125.jpg,dn_20210122,Dinophyceae X
10134,10135.jpg,dn_20210111,Cyanobacteria
10141,10142.jpg,dn_20210114,detritus
10143,10144.jpg,hsn_20201227,detritus
10154,10155.jpg,dn_20210122,round cells
10160,10161.jpg,dn_20210111,detritus
10170,10171.jpg,dn_20210122,Cyanobacteria
10185,10186.jpg,dn_20210122,Cyanobacteria
10195,10196.jpg,dn_20210114,detritus
10196,10197.jpg,dn_20210122,detritus
10211,10212.jpg,dn_20210122,Cyanobacteria
10214,10215.jpg,dn_20210122,Cyanobacteria
10253,10254.jpg,hsn_20201227,Chaetoceros
10257,10258.jpg,hsn_20201227,detritus
10258,10259.jpg,dn_20210111,Cyanobacteria
10277,10278.jpg,hsn_20210120_4k,Diatoma
10298,10299.jpg,dn_20210111,Cyanobacteria
10306,10307.jpg,hsn_20210120_4k,Cyanobacteria
10316,10317.jpg,dn_20210122,detritus
10366,10367.jpg,dn_20210114,Chaetoceros
10370,10371.jpg,hsn_20210120_4k,dry
10381,10382.jpg,dn_20210122,Cyanobacteria
10386,10387.jpg,dn_20210122,Cyanobacteria
10412,10413.jpg,dn_20210111,detritus
10447,10448.jpg,hsn_20210120_4k,detritus
10457,10458.jpg,dn_20210111,detritus
10459,10460.jpg,dn_20210122,Cyanobacteria
10465,10466.jpg,dn_20210122,Cyanobacteria
10478,10479.jpg,dn_20210114,detritus
10480,10481.jpg,hsn_20210120_4k,rods
10488,10489.jpg,dn_20210111,Cyanobacteria
10502,10503.jpg,dn_20210111,diatom scale
10525,10526.jpg,dn_20210111,Cyanobacteria
10544,10545.jpg,dn_20210111,multiple<other
10552,10553.jpg,dn_20210122,detritus
10575,10576.jpg,dn_20210111,artefact
10594,10595.jpg,hsn_20201227,Neoceratium fusus
10598,10599.jpg,dn_20210111,artefact
10618,10619.jpg,dn_20210111,Neoceratium pentagonum
10660,10661.jpg,dn_20210111,round cells
10662,10663.jpg,dn_20210122,Cyanobacteria
10671,10672.jpg,dn_20210111,detritus
10681,10682.jpg,hsn_20201227,detritus
10689,10690.jpg,dn_20210111,detritus
10694,10695.jpg,dn_20210111,detritus
10698,10699.jpg,dn_20210122,Cyanobacteria
10708,10709.jpg,dn_20210122,Cyanobacteria
10718,10719.jpg,dn_20210114,Dictyocysta
10726,10727.jpg,hsn_20210120_4k,detritus
10737,10738.jpg,dn_20210111,detritus
10745,10746.jpg,dn_20210122,Cyanobacteria
10753,10754.jpg,dn_20210122,Cyanobacteria
10755,10756.jpg,dn_20210114,Epiplocylis
10769,10770.jpg,hsn_20210120_4k,transparent
10771,10772.jpg,dn_20210114,multiple<other
10786,10787.jpg,hsn_20201227,detritus
10802,10803.jpg,dn_20210122,detritus
10814,10815.jpg,dn_20210111,artefact
10819,10820.jpg,dn_20210111,detritus
10829,10830.jpg,hsn_20210120_4k,Diatoma
10844,10845.jpg,dn_20210111,Cyanobacteria
10866,10867.jpg,hsn_20210120_4k,detritus
10872,10873.jpg,dn_20210111,Rhizaria
10889,10890.jpg,dn_20210111,detritus
10895,10896.jpg,dn_20210122,Cyanobacteria
10898,10899.jpg,hsn_20201227,detritus
10910,10911.jpg,dn_20210111,Neoceratium pentagonum
10920,10921.jpg,dn_20210122,detritus
10924,10925.jpg,dn_20210114,Ciliophora
10926,10927.jpg,dn_20210111,detritus
10943,10944.jpg,dn_20210111,round cells
10944,10945.jpg,hsn_20201227,Pyrocystaceae
10945,10946.jpg,dn_20210122,Cyanobacteria
10949,10950.jpg,hsn_20210120_4k,detritus
10952,10953.jpg,dn_20210122,Cyanobacteria
10958,10959.jpg,dn_20210111,Amphorides
10967,10968.jpg,dn_20210111,detritus
10972,10973.jpg,hsn_20201227,Gonyaulacales
10990,10991.jpg,hsn_20201227,detritus
11006,11007.jpg,dn_20210111,detritus
11009,11010.jpg,dn_20210111,round cells
11012,11013.jpg,dn_20210111,detritus
11018,11019.jpg,dn_20210122,multiple<other
11022,11023.jpg,hsn_20210120_4k,Diatoma
11045,11046.jpg,hsn_20201227,detritus
11059,11060.jpg,dn_20210111,detritus
11065,11066.jpg,dn_20210122,Cyanobacteria
11070,11071.jpg,dn_20210111,detritus
11073,11074.jpg,dn_20210111,Cyanobacteria
11102,11103.jpg,hsn_20210120_4k,detritus
11112,11113.jpg,dn_20210111,Cyanobacteria
11117,11118.jpg,dn_20210111,detritus
11124,11125.jpg,dn_20210111,Steenstrupiella
11130,11131.jpg,dn_20210111,detritus
11152,11153.jpg,dn_20210111,Chaetoceros
11155,11156.jpg,dn_20210111,Amphorides
11156,11157.jpg,dn_20210111,Amphorides
11168,11169.jpg,dn_20210114,detritus
11186,11187.jpg,dn_20210111,detritus
11191,11192.jpg,dn_20210114,detritus
11196,11197.jpg,dn_20210122,Cyanobacteria
11202,11203.jpg,dn_20210114,lightrods
11209,11210.jpg,dn_20210111,Cyanobacteria
11210,11211.jpg,dn_20210111,detritus
11235,11236.jpg,hsn_20201227,nauplii
11247,11248.jpg,dn_20210111,Acantharia
11254,11255.jpg,hsn_20210120_4k,Cyanobacteria
11255,11256.jpg,hsn_20201227,Neoceratium fusus
11256,11257.jpg,dn_20210122,Cyanobacteria
11290,11291.jpg,dn_20210111,detritus
11300,11301.jpg,dn_20210122,Cyanobacteria
11302,11303.jpg,dn_20210111,round cells
11308,11309.jpg,hsn_20210120_4k,Cyanobacteria
11313,11314.jpg,dn_20210122,Cyanobacteria
11327,11328.jpg,dn_20210122,detritus
11337,11338.jpg,dn_20210111,Cyanobacteria
11361,11362.jpg,dn_20210111,round cells
11370,11371.jpg,dn_20210122,round cells
11377,11378.jpg,dn_20210111,detritus
11378,11379.jpg,dn_20210122,Cyanobacteria
11388,11389.jpg,dn_20210122,Cyanobacteria
11401,11402.jpg,dn_20210111,Ciliophora
11405,11406.jpg,dn_20210111,Cyanobacteria
11410,11411.jpg,dn_20210111,Undellidae
11411,11412.jpg,dn_20210114,detritus
11417,11418.jpg,dn_20210122,detritus
11428,11429.jpg,hsn_20210120_4k,Diatoma
11439,11440.jpg,dn_20210114,Chaetoceros
11441,11442.jpg,dn_20210122,detritus
11451,11452.jpg,dn_20210111,detritus
11479,11480.jpg,dn_20210122,detritus
11482,11483.jpg,dn_20210114,part<Crustacea
11491,11492.jpg,dn_20210122,Cyanobacteria
11495,11496.jpg,dn_20210111,detritus
11499,11500.jpg,dn_20210111,dry
11522,11523.jpg,dn_20210122,detritus
11533,11534.jpg,dn_20210111,detritus
11534,11535.jpg,dn_20210111,artefact
11539,11540.jpg,dn_20210114,round cells
11540,11541.jpg,dn_20210122,Dinophyceae X
11553,11554.jpg,hsn_20201227,detritus
11558,11559.jpg,dn_20210111,detritus
11569,11570.jpg,dn_20210111,dry
11579,11580.jpg,dn_20210111,detritus
11586,11587.jpg,dn_20210122,Cyanobacteria
11587,11588.jpg,dn_20210122,detritus
11588,11589.jpg,dn_20210111,Neoceratium pentagonum
11596,11597.jpg,hsn_20210120_4k,detritus
11599,11600.jpg,dn_20210111,Cyanobacteria
11605,11606.jpg,dn_20210114,detritus
11617,11618.jpg,dn_20210111,detritus
11623,11624.jpg,dn_20210114,detritus
11637,11638.jpg,dn_20210111,detritus
11644,11645.jpg,dn_20210111,Cyanobacteria
11667,11668.jpg,dn_20210111,detritus
11670,11671.jpg,dn_20210111,detritus
11686,11687.jpg,hsn_20210120_4k,transparent
11694,11695.jpg,hsn_20201227,Neoceratium
11701,11702.jpg,hsn_20210120_4k,detritus
11709,11710.jpg,hsn_20201227,nauplii
11711,11712.jpg,dn_20210122,detritus
11721,11722.jpg,dn_20210111,Cyanobacteria
11727,11728.jpg,dn_20210111,Ciliophora
11732,11733.jpg,dn_20210122,detritus
11740,11741.jpg,hsn_20201227,nauplii
11743,11744.jpg,dn_20210122,Cyanobacteria
11775,11776.jpg,dn_20210111,Cyanobacteria
11804,11805.jpg,dn_20210114,transparent
11810,11811.jpg,dn_20210122,Cyanobacteria
11811,11812.jpg,dn_20210111,Acantharia
11816,11817.jpg,dn_20210122,detritus
11842,11843.jpg,dn_20210122,Cyanobacteria
11845,11846.jpg,dn_20210114,Neoceratium macroceros
11855,11856.jpg,hsn_20210120_4k,Diatoma
11857,11858.jpg,dn_20210122,Diatoma
11867,11868.jpg,hsn_20210120_4k,dry
11879,11880.jpg,dn_20210111,detritus
11895,11896.jpg,hsn_20201227,Protoperidinium
11907,11908.jpg,dn_20210111,Cyanobacteria
11927,11928.jpg,dn_20210122,detritus
11936,11937.jpg,hsn_20201227,nauplii
11938,11939.jpg,dn_20210111,detritus
11948,11949.jpg,dn_20210122,detritus
11973,11974.jpg,dn_20210111,Acantharia
11996,11997.jpg,dn_20210122,detritus
12014,12015.jpg,hsn_20210120_4k,detritus
12016,12017.jpg,hsn_20201227,Calanoida
12020,12021.jpg,dn_20210114,detritus
12030,12031.jpg,dn_20210114,detritus
12054,12055.jpg,hsn_20210120_4k,Diatoma
12101,12102.jpg,dn_20210122,Cyanobacteria
12102,12103.jpg,dn_20210111,detritus
12104,12105.jpg,dn_20210122,Cyanobacteria
